airport_id,airport_code,city_name,state_name,country
4e6b6814-2cd5-4ecf-98f9-9abfbd7c4547,MOB,"Mobile, AL",Alabama,USA
5b2ada94-6272-44d4-bfd9-69fa599080ff,GFK,"Grand Forks, ND",North Dakota,USA
55628f52-d969-46f7-b304-e5fb0f377690,OMA,"Omaha, NE",Nebraska,USA
34b8bb6e-fb1f-4745-ad96-5d4683dc9259,PVD,"Providence, RI",Rhode Island,USA
1bb8b0bf-a666-40c8-8d33-b51e2a9216b3,BLI,"Bellingham, WA",Washington,USA
84880876-9900-481e-bc03-7c62c17bc186,AUS,"Austin, TX",Texas,USA
cfec668d-d682-48b4-86ee-939dc3ee6e07,MLU,"Monroe, LA",Louisiana,USA
78b8199d-905c-4723-9426-ef62076e9c9a,BIS,"Bismarck/Mandan, ND",North Dakota,USA
3458daad-e15e-4f5e-8c66-7b3f08bbd609,GRI,"Grand Island, NE",Nebraska,USA
c83ad4fa-845a-4d5c-80ab-a76bae73a94b,SAV,"Savannah, GA",Georgia,USA
ae7ff7d3-e840-420e-8f22-65970f593fab,DEN,"Denver, CO",Colorado,USA
b4124d2b-2abf-4ea1-9fd8-9f2fd9c13044,IPT,"Williamsport, PA",Pennsylvania,USA
87944a8d-0056-4445-9e4d-d24a0caa370b,BOI,"Boise, ID",Idaho,USA
d3d07b37-08cb-498e-b686-65e5f05f3893,SNA,"Santa Ana, CA",California,USA
17e059e7-cef2-4fee-92dd-1b6c75237bd5,RSW,"Fort Myers, FL",Florida,USA
feba51d8-2e0e-43fd-b5f9-89780c384d1f,FAY,"Fayetteville, NC",North Carolina,USA
824b71f2-2c5c-462f-87ec-14a6d6d49f37,TOL,"Toledo, OH",Ohio,USA
4051b887-1bff-4f7e-97f6-3e3d0effe52a,RAP,"Rapid City, SD",South Dakota,USA
1c392bab-697c-47f1-a4d5-5523027a4c0b,MHK,"Manhattan/Ft. Riley, KS",Kansas,USA
aa21fd9a-97a6-477f-a4b3-193544ea64a8,PPG,"Pago Pago, TT",U.S. Pacific Trust Territories and Possessions,USA
0502830b-bbe0-4ea5-8dcf-42c581fecc0e,SLN,"Salina, KS",Kansas,USA
b65f6197-0602-4a9c-b50e-cf932b2428b9,GEG,"Spokane, WA",Washington,USA
7828a2d6-ad30-4de9-9373-fa7e974bbc2f,HYS,"Hays, KS",Kansas,USA
5e607744-6bd9-404d-bc6d-81d118640644,MGM,"Montgomery, AL",Alabama,USA
be94db94-6ef6-4dcc-aeff-8078b564d208,DSM,"Des Moines, IA",Iowa,USA
be4036cf-757b-4b11-bfb9-6fe6e20f93a7,AZA,"Phoenix, AZ",Arizona,USA
a5e9cf88-951a-4a75-bf93-cbcc772dbd1b,JAX,"Jacksonville, FL",Florida,USA
1ee8b437-8057-4628-8798-b864832daa55,COS,"Colorado Springs, CO",Colorado,USA
fa3e142f-7bfd-4278-aa0a-baeddc9a970c,LNK,"Lincoln, NE",Nebraska,USA
03629194-e1de-4b49-a5b4-7931533fb721,LEX,"Lexington, KY",Kentucky,USA
4efe4381-5404-486b-9679-28659471234c,LAR,"Laramie, WY",Wyoming,USA
6b6e5089-1cb8-4597-b36d-3399c25f4fd7,JNU,"Juneau, AK",Alaska,USA
831d8139-26f9-44da-a705-4ad2b05bdf67,CDB,"Cold Bay, AK",Alaska,USA
9a3e52b0-8042-4fd7-8504-3bd060d10a00,GTR,"Columbus, MS",Mississippi,USA
bb664429-2201-4eaf-90da-8a4ba2d74d27,MVY,"Martha's Vineyard, MA",Massachusetts,USA
2ea43290-05fd-476b-99b6-021be85ec003,EUG,"Eugene, OR",Oregon,USA
c485b0e2-2eb5-4cc8-8457-859064925d67,CYS,"Cheyenne, WY",Wyoming,USA
eb267cc9-f0d0-4fa1-bcd2-9a57e4d90d25,SBP,"San Luis Obispo, CA",California,USA
1e0887b4-0db9-41b0-a481-b19859298877,SDF,"Louisville, KY",Kentucky,USA
0f98bad9-29e3-4327-a12b-347266542b1e,BJI,"Bemidji, MN",Minnesota,USA
16630d67-70aa-4128-8a16-534f6388395f,ATL,"Atlanta, GA",Georgia,USA
b8faa24e-5a75-4019-b487-f25c173e60aa,ABQ,"Albuquerque, NM",New Mexico,USA
f7795780-17c3-4243-b0e2-dbdb37b359ce,JAC,"Jackson, WY",Wyoming,USA
9c3e072d-61e7-42ea-9373-47149df79091,BGR,"Bangor, ME",Maine,USA
0bd815bc-b268-41bf-9c7b-d933f7dc54ef,FSD,"Sioux Falls, SD",South Dakota,USA
1529eab4-1771-4231-9fd1-6ca5aec13d90,RIW,"Riverton/Lander, WY",Wyoming,USA
4b9f723c-25dc-4454-b755-ab255e8e3c75,BQN,"Aguadilla, PR",Puerto Rico,USA
c2a99f26-5919-4ad0-bf53-a1ab2420bddc,PUW,"Pullman, WA",Washington,USA
8ca15a88-04c6-4321-be3c-863698c29386,ACK,"Nantucket, MA",Massachusetts,USA
ca248946-0bc5-442b-bb11-312d427b5495,SHR,"Sheridan, WY",Wyoming,USA
0ccc993d-9a78-4f8c-8343-7a8770b347a9,EGE,"Eagle, CO",Colorado,USA
850374d1-219f-49d6-a6e6-4190c2f6562d,XNA,"Fayetteville, AR",Arkansas,USA
8a7c69fe-0a47-41f6-9b61-e4ec85d4138e,IND,"Indianapolis, IN",Indiana,USA
6a908bce-cb2d-4f97-8831-4e8092d20ecf,ABR,"Aberdeen, SD",South Dakota,USA
576a401b-e358-461b-a1ac-34d4c1759acb,DEC,"Decatur, IL",Illinois,USA
0e23dbec-ba19-4f8b-a548-ed919eece925,INL,"International Falls, MN",Minnesota,USA
2a8d5383-6992-4442-b18d-5098ec04cf23,TYR,"Tyler, TX",Texas,USA
2591a8a7-7ce2-4913-9035-9d03db86c852,EVV,"Evansville, IN",Indiana,USA
11284de4-0a5c-4a89-85bb-e7a445ecf648,PSE,"Ponce, PR",Puerto Rico,USA
6153a15d-7df9-4610-88c9-89ae4d099e2e,RDD,"Redding, CA",California,USA
4e3ac147-109a-4f14-a2f9-6fe89730f0e1,ESC,"Escanaba, MI",Michigan,USA
cadfef5e-504d-47df-a973-f788aef2e429,RIC,"Richmond, VA",Virginia,USA
72d803b4-635b-4f44-a84b-74f3fc03978e,LBE,"Latrobe, PA",Pennsylvania,USA
17e90a32-75d4-4317-b090-1615e5d978fa,ELM,"Elmira/Corning, NY",New York,USA
7523321d-dcc7-4083-bbaa-f262e02f44a0,STT,"Charlotte Amalie, VI",U.S. Virgin Islands,USA
4082f733-a4de-452c-8b51-9460d7ef7d06,MRY,"Monterey, CA",California,USA
e3d89d4a-0492-4792-96b1-2aa2c801629c,RHI,"Rhinelander, WI",Wisconsin,USA
11c3c4ff-f993-4a8c-917b-a34abeacf87b,TBN,"Fort Leonard Wood, MO",Missouri,USA
5ece0caa-fbd0-41ae-972d-1716d3fa67a7,WYS,"West Yellowstone, MT",Montana,USA
74f462d9-2449-4782-bb6c-245a704c9f1d,CHS,"Charleston, SC",South Carolina,USA
9f368b1b-bf34-4aca-baeb-d28757aafbf9,BFL,"Bakersfield, CA",California,USA
45916546-c6ab-4cb1-809f-4ec3bf8f5ce4,CIU,"Sault Ste. Marie, MI",Michigan,USA
ddc88c5f-25e9-4f0b-b729-4883c59d0da9,EKO,"Elko, NV",Nevada,USA
2021e725-6788-4b28-8d40-37285b10a1e6,PIH,"Pocatello, ID",Idaho,USA
f3ad55c5-f029-41f2-976d-43c80ac9341b,BUF,"Buffalo, NY",New York,USA
aaad8f5d-8bfe-4287-a6cc-16fedb308d4c,ATY,"Watertown, SD",South Dakota,USA
bf28b206-1589-42ce-8a4d-aa1482f4f563,ORH,"Worcester, MA",Massachusetts,USA
4d92ac42-9436-448e-9db9-f543bfc8f84d,RST,"Rochester, MN",Minnesota,USA
80e41ab9-a08e-447c-86ba-51dcd0917476,PIE,"St. Petersburg, FL",Florida,USA
57076b5e-e0bb-4816-9826-2616c2d87b29,CDV,"Cordova, AK",Alaska,USA
c3360988-7ab3-47e2-ad81-3aa91f85e0ba,EAT,"Wenatchee, WA",Washington,USA
431d6bc4-ffa7-410e-855c-2e9fddbde731,XWA,"Williston, ND",North Dakota,USA
e073ae5b-6347-41a1-9f7c-6f7e27548812,FOD,"Fort Dodge, IA",Iowa,USA
ec6e1c56-429b-43a4-8c93-eac9b285a2a9,PHL,"Philadelphia, PA",Pennsylvania,USA
094fec45-2dee-4018-8ade-44c5df5a8833,MBS,"Saginaw/Bay City/Midland, MI",Michigan,USA
9945e3a9-5516-4061-b952-cfcad7cdf521,COU,"Columbia, MO",Missouri,USA
fdf7dadc-4897-424f-98ec-3479c02366eb,LWB,"Lewisburg, WV",West Virginia,USA
50095d0d-2d46-4057-92d2-74443e565aa6,FLO,"Florence, SC",South Carolina,USA
f5c0502e-d383-48e7-8a49-81fe97d6ef1e,BTR,"Baton Rouge, LA",Louisiana,USA
f23dc265-a4b1-4fc1-85dc-a31ed1e741be,MCO,"Orlando, FL",Florida,USA
7191f6cf-1baa-4670-b65f-9f2757308cbe,FAI,"Fairbanks, AK",Alaska,USA
12148252-2298-46d5-8450-dba72713cdff,MYR,"Myrtle Beach, SC",South Carolina,USA
a241279b-97e1-4a03-a67b-4709b4b00378,SAT,"San Antonio, TX",Texas,USA
49184fc2-4c51-44a4-bf55-19baacb9e8ed,RKS,"Rock Springs, WY",Wyoming,USA
8f6debae-3a8c-43f9-897e-0ce5e3c3cd18,PGD,"Punta Gorda, FL",Florida,USA
edb29b06-1541-4434-9800-027565dcee7e,LBF,"North Platte, NE",Nebraska,USA
0b929717-3f7b-4e0d-b949-015100c3e9fe,VLD,"Valdosta, GA",Georgia,USA
534745b0-da38-4a1c-97cc-8ef0c9d94e4b,YUM,"Yuma, AZ",Arizona,USA
ec1afd16-7cb5-456a-9c4e-b7ef2e674db0,LYH,"Lynchburg, VA",Virginia,USA
d3b90e4d-ba9e-42ac-a36d-7350b7093d0b,ACY,"Atlantic City, NJ",New Jersey,USA
2bbc6a72-7ad0-49a5-bf80-7461be30a599,DVL,"Devils Lake, ND",North Dakota,USA
dfa4ba2c-d4c7-441f-8b53-f71eced132bc,ART,"Watertown, NY",New York,USA
1540a168-3947-4bf1-b774-7882ff61ffec,CLE,"Cleveland, OH",Ohio,USA
3ddf2849-1ea5-4c6f-8f5b-6b51b43f10f0,MDT,"Harrisburg, PA",Pennsylvania,USA
ba7e5859-6b08-4c63-9a12-88bf57ac7f34,MHT,"Manchester, NH",New Hampshire,USA
1969897e-ec05-46c8-ab48-b8d67a98908f,HPN,"White Plains, NY",New York,USA
3e8ae3ee-d061-4ed3-99ba-14e50d4c3720,PIB,"Hattiesburg/Laurel, MS",Mississippi,USA
0661a3bf-fca1-490f-9226-b7463edb10e5,LAN,"Lansing, MI",Michigan,USA
aacc1b49-e554-4f5c-85a1-4a31dd1401de,LAS,"Las Vegas, NV",Nevada,USA
796a50ad-ac7a-4a05-96a7-de17b4b88433,MLI,"Moline, IL",Illinois,USA
